FirstName,LastName,DOB,Phone,Email,Address,City,State,Zip,Occupation,Preference,Phase,Approved?,Update
Steven,Smith,1996-08-24,471-151-3300,dbailey@gmail.com,8455 Hinton Valleys Suite 090,Mitchellhaven,OR,92381,Warden/ranger,dog,fostering,False,2002-09-16
Ashley,Faulkner,1982-07-23,681-400-1656,manuel11@green-reeves.com,045 Jon Ford Apt. 003,Stevenberg,CA,93679,Health service manager,dog,fostering,True,2003-05-24
Renee,Baker,1985-05-18,216-975-2980,thomasjeanette@flowers-taylor.com,6912 Vang Rapid,Hansonhaven,WA,98409,Regulatory affairs officer,dog,adopting,False,2000-06-18
Ian,Thomas,1991-06-01,096-173-1499,john81@yahoo.com,54569 Bennett Ranch Apt. 756,Huynhbury,WA,97585,"Designer, industrial/product",cat,adopting,True,2000-12-26
Benjamin,Taylor,1971-08-14,831-323-7882,christopher63@smith-cardenas.info,6958 Sanders Wells Suite 855,Kevinton,OR,94587,Medical physicist,cat,fostering,True,2001-11-19
Kenneth,Bond,1986-11-20,377-435-9387,cschneider@jones.com,5942 Allen Streets Apt. 493,Davidsonview,OR,96102,"Journalist, broadcasting",dog,adopting,True,2003-10-15
Scott,Williams,1980-09-10,214-529-6535,lsanders@gmail.com,6116 Megan Manors Apt. 056,Garciachester,CA,95697,Armed forces technical officer,dog,adopting,False,2001-06-05
Barbara,Moore,1985-07-31,050-313-2125,lindapeck@hotmail.com,1497 Fitzgerald Turnpike Apt. 311,Kevinfurt,CA,93539,Advice worker,cat,fostering,True,2003-10-25
Michael,Jenkins,1979-11-20,668-874-6480,zwilliams@gmail.com,73315 Christian Tunnel Suite 173,Justinfurt,OR,98116,Associate Professor,dog,fostering,True,2003-12-15
Gregory,Richardson,1980-07-23,952-665-5987,ryanmichele@gmail.com,02224 Edward Creek Apt. 015,Justinmouth,WA,92253,"Psychologist, counselling",cat,adopting,True,2002-07-22
Fernando,Martin,1990-03-04,991-613-4793,rolson@davis.com,957 Shelley Fields,Weberhaven,WA,98913,Legal executive,cat,fostering,False,2002-04-17
Christopher,Gutierrez,1994-12-15,312-271-1573,ryan05@gmail.com,0635 Johnson Crossing,South Elizabethport,CA,96044,Retail merchandiser,dog,adopting,False,2003-10-22
Michael,Hall,1987-04-28,792-616-9238,scott95@schmidt.com,1107 Cunningham Squares Suite 964,Floresview,WA,98490,Recruitment consultant,dog,adopting,True,2002-02-23
Margaret,Howard,1993-10-10,240-783-0231,oneilljames@taylor-nguyen.com,0971 Barker Drive Suite 045,Danielview,WA,94748,Chief Executive Officer,dog,fostering,True,2000-02-10
James,Dunn,1991-04-05,405-695-8701,gregoryhansen@yahoo.com,815 Kevin Loop,Simsview,CA,94357,Corporate investment banker,cat,adopting,True,2000-02-28
Jenna,Ashley,1990-06-22,657-711-0723,cantuchristine@harper.com,272 Martinez Junctions Suite 320,New Sandraview,OR,96375,Make,dog,fostering,False,2001-03-22
Kenneth,Adams,1989-04-02,302-149-4775,freemanlisa@hotmail.com,471 Khan Stravenue,Williamsontown,WA,90954,"Conservation officer, nature",dog,fostering,False,2001-04-07
Vicki,Anderson,1991-06-02,346-684-0138,nancyboone@ortiz.com,720 Hunter Mall,Samuelfort,CA,90693,Geophysicist/field seismologist,cat,fostering,True,2000-01-13
Chris,Schmitt,1984-10-04,573-561-7117,marcusmurphy@burnett.info,39908 Ann Harbors,Lake Michelle,CA,93427,"Psychotherapist, child",cat,fostering,True,2001-10-29
Thomas,Blackburn,1981-04-27,940-950-2490,yritter@henry.com,8506 Walker Point Suite 523,North Andremouth,WA,94153,"Surveyor, hydrographic",cat,fostering,False,2003-06-10
Mark,Mcintosh,1970-05-23,180-753-2761,john78@hotmail.com,688 Casey Underpass Apt. 350,West Michael,OR,94394,Cytogeneticist,dog,fostering,False,2001-03-01
Debra,Ramsey,1973-03-18,845-400-8646,samanthamartin@gmail.com,25128 Jeffery Center,Holmesberg,CA,96279,Technical author,dog,fostering,True,2001-04-20
Sydney,Jenkins,2002-03-26,082-515-5505,jacobarmstrong@yahoo.com,74561 Crystal Knoll Suite 596,Loweburgh,WA,97136,Quantity surveyor,cat,adopting,True,2003-03-10
Amber,Collins,1987-05-07,115-428-5428,patelsarah@black-wallace.com,522 Christine Mountains Apt. 428,Kathrynton,CA,93757,Technical sales engineer,dog,adopting,True,2002-11-28
Marcus,French,1989-09-10,997-829-9792,katrinaclarke@coleman-bennett.com,6348 Kelly Roads Suite 476,East Jessica,OR,97453,"Accountant, chartered certified",cat,fostering,False,2002-04-17
Jeffery,Walker,1983-03-31,522-645-3588,petersgary@cross.com,16138 Jones River Suite 360,Virginiamouth,OR,97555,Building control surveyor,dog,fostering,False,2003-08-25
Marissa,Elliott,1999-06-21,146-469-1313,cassie72@gmail.com,63690 Roy Mill,West Jamie,CA,98211,Trading standards officer,dog,fostering,False,2000-10-16
Joseph,Harper,1987-02-03,247-569-4426,scarter@gmail.com,23659 Powell Forest Suite 075,Jeffstad,OR,91385,Secondary school teacher,cat,adopting,True,2000-02-26
James,Daugherty,1982-09-20,227-439-8577,ctyler@hotmail.com,7894 Johnson Landing Suite 818,Wallaceville,OR,90029,Clinical cytogeneticist,cat,fostering,True,2003-12-10
Lauren,Clark,1990-12-27,804-803-0182,terri53@yahoo.com,4605 Carey Inlet Suite 005,North Richardborough,WA,95632,"Engineer, petroleum",cat,fostering,False,2003-06-12
Kimberly,Greer,1982-08-29,331-933-3877,emily85@brennan.biz,4095 Johnson Knoll,North Charles,WA,96382,"Engineer, water",dog,fostering,True,2000-10-22
James,Dunlap,1983-12-24,132-247-6473,joshuahicks@hotmail.com,128 Carrillo Skyway Apt. 883,Jeremiahmouth,CA,96006,Lexicographer,dog,adopting,False,2002-10-11
Seth,Barton,1970-03-17,687-915-9448,serranoapril@castillo-fox.com,69282 Meghan Mission,Lake Maria,OR,97173,Biomedical engineer,cat,adopting,False,2001-02-27
Christopher,Bautista,1992-09-08,853-642-6911,trichardson@yahoo.com,041 Osborne Crest Suite 081,West Jennifer,CA,90186,Product manager,dog,adopting,True,2002-07-09
Grace,Bush,1972-10-27,724-601-2279,katelynlee@gray.com,35772 Randall Key Suite 034,North Amy,CA,97712,Public relations officer,cat,adopting,True,2000-07-23
Catherine,Church,1989-08-21,497-458-3475,qkelly@gomez-duncan.biz,09635 Michael Lake Suite 978,Port Tracyberg,WA,92558,Network engineer,dog,fostering,False,2001-07-26
Dennis,Hurley,1980-02-01,837-750-4640,baileymoore@gmail.com,5778 George Keys,Hallview,WA,90567,Copy,cat,adopting,False,2001-11-06
Caleb,Harmon,1981-10-06,057-987-8879,bsmith@yahoo.com,1899 Kyle Ways Apt. 953,Briannaland,OR,94357,Technical sales engineer,cat,adopting,False,2003-03-27
